   2.0000000      0.20786594      1.56276468E-02
   4.0000000      0.25565073      1.64861158E-02
   6.0000000      0.26411760      1.44269504E-02
   11.000000      0.29679397      1.38338329E-02
   19.000000      0.33850247      1.40537862E-02
   34.000000      0.38176048      1.52453361E-02
   60.000000      0.40659693      1.27317756E-02
   106.00000      0.43078965      1.23350732E-02
   188.00000      0.45295888      1.38945254E-02
   331.00000      0.45916763      1.31498128E-02
   584.00000      0.46230227      1.55460564E-02
   1031.0000      0.45824969      1.36541380E-02
   1819.0000      0.45558310      1.51601629E-02
   3209.0000      0.43996564      1.74222160E-02
   5662.0000      0.40502566      2.05409415E-02
   9990.0000      0.41526079      0.12085260    
