   2.0000000      0.13106002      1.69821028E-02
   4.0000000      0.14646856      1.64277125E-02
   6.0000000      0.14930427      1.69512257E-02
   11.000000      0.17455104      1.58321653E-02
   19.000000      0.20660584      1.47716403E-02
   34.000000      0.25411531      1.62755977E-02
   60.000000      0.27378389      1.53185632E-02
   106.00000      0.29297656      1.61774680E-02
   188.00000      0.31047630      1.63612850E-02
   331.00000      0.30364919      1.61111094E-02
   584.00000      0.28632978      1.70962904E-02
   1031.0000      0.26216134      1.61255710E-02
   1819.0000      0.25762334      1.53703429E-02
   3209.0000      0.20835674      1.47977285E-02
   5662.0000      0.17124905      1.41623421E-02
