  5.24999984E-02  4.95341839E-04  0.35052742569717460     
  5.49999997E-02  1.40886754E-03  0.11792943769680106     
  5.74999973E-02  1.89832423E-03  6.94752784404749218E-002
  5.99999987E-02  1.90274580E-03  4.59048620600807158E-002
  6.25000000E-02  3.52690346E-03  3.14171366468379079E-002
  6.49999976E-02  6.27009338E-03  1.98496264645240048E-002
  6.74999952E-02  9.55281500E-03  1.79052813442773205E-002
  7.00000003E-02  1.39711490E-02  1.87245951310227345E-002
  7.24999979E-02  1.97080448E-02  2.17734220272781456E-002
  7.49999955E-02  2.96923853E-02  2.20218482940625834E-002
  7.75000006E-02  4.22460884E-02  2.56007871759449807E-002
  7.99999982E-02  6.12513646E-02  2.65866299109566197E-002
  8.24999958E-02  7.83665329E-02  3.94636533598141520E-002
  8.50000009E-02  9.88224894E-02  5.12959310796593237E-002
  8.74999985E-02  0.13086988      5.81606506457622505E-002
  8.99999961E-02  0.18196501      7.42598704177294261E-002
  9.25000012E-02  0.24179396      7.09852784967072159E-002
  9.49999988E-02  0.34527585      8.05451919356201806E-002
  9.74999964E-02  0.34483328      0.11875492931385526     
  9.99999940E-02  0.41915148      0.12763365898552553     
  0.10250000      0.40402573      0.18909273532763857     
