  4.49999981E-02  3.84952966E-03   1.9467779006278785     
  4.74999994E-02  0.11396978      0.17407037595138097     
  4.99999970E-02  0.17016888      7.04850340766728783E-002
  5.24999984E-02  0.20092602      3.60253002191211411E-002
  5.49999997E-02  0.20889497      2.03957689779726420E-002
  5.74999973E-02  0.20983525      1.42102215464050240E-002
  5.99999987E-02  0.21160771      9.30537118629127212E-003
  6.25000000E-02  0.24483526      6.34046900920525250E-003
  6.49999976E-02  0.28409877      4.86763510384123198E-003
  6.74999952E-02  0.32246202      4.01706345260044364E-003
  7.00000003E-02  0.35966194      3.17629327955874351E-003
  7.24999979E-02  0.40107372      3.47025002804360371E-003
  7.49999955E-02  0.44217676      2.74505271748818214E-003
  7.75000006E-02  0.48437077      2.55296088178268241E-003
  7.99999982E-02  0.51710039      2.92029534194655944E-003
  8.24999958E-02  0.54675144      2.69910817234072327E-003
  8.50000009E-02  0.57270479      3.15619625847628031E-003
  8.74999985E-02  0.59546322      3.63544096330739022E-003
  8.99999961E-02  0.62695706      3.60639189416385106E-003
  9.25000012E-02  0.65611672      3.69283486016613524E-003
  9.49999988E-02  0.68732333      4.22978213923985973E-003
  9.74999964E-02  0.71529132      4.74476876484035848E-003
  9.99999940E-02  0.74161661      5.47702296941852181E-003
  0.10250000      0.77317917      6.06598382838791084E-003
  0.10500000      0.79964095      6.85575944398681292E-003
  0.10749999      0.82777917      6.58854041279610409E-003
  0.11000000      0.82692260      8.16547923881741876E-003
  0.11250000      0.84808427      1.03610394136210478E-002
  0.11499999      0.84843034      9.40347045814825082E-003
  0.11750000      0.87094122      1.28966129626054953E-002
  0.12000000      0.88323319      1.21126655769273426E-002
  0.12249999      0.89939016      1.45089164648385255E-002
  0.12500000      0.89925909      1.74394339885242701E-002
  0.12750000      0.88920510      2.30588383572029564E-002
  0.13000000      0.91202867      2.12764117009032402E-002
  0.13249999      0.94718248      2.16774743645056570E-002
  0.13499999      0.92302811      3.19330103430780915E-002
  0.13750000      0.91242892      3.46599652010829221E-002
  0.14000000      0.91327506      4.18477345473102433E-002
