4.000000000000000083e-02 0.000000000000000000e+00
4.101010101010101050e-02 0.000000000000000000e+00
4.202020202020202017e-02 0.000000000000000000e+00
4.303030303030302983e-02 0.000000000000000000e+00
4.404040404040403950e-02 0.000000000000000000e+00
4.505050505050504916e-02 0.000000000000000000e+00
4.606060606060605883e-02 0.000000000000000000e+00
4.707070707070706850e-02 0.000000000000000000e+00
4.808080808080808510e-02 0.000000000000000000e+00
4.909090909090908783e-02 0.000000000000000000e+00
5.010101010101010444e-02 0.000000000000000000e+00
5.111111111111111410e-02 0.000000000000000000e+00
5.212121212121212377e-02 0.000000000000000000e+00
5.313131313131313344e-02 1.602461380680725560e-04
5.414141414141414310e-02 5.288122556246394350e-04
5.515151515151515277e-02 9.935260560220498475e-04
5.616161616161616243e-02 1.858855201589641650e-03
5.717171717171717210e-02 3.188898147554643757e-03
5.818181818181818177e-02 4.374719569258380888e-03
5.919191919191919143e-02 6.393820908916094878e-03
6.020202020202020110e-02 7.114928530222421922e-03
6.121212121212121771e-02 9.678866739311581951e-03
6.222222222222222043e-02 1.463047240561502448e-02
6.323232323232323704e-02 2.160117941157618099e-02
6.424242424242423977e-02 3.009422472918402494e-02
6.525252525252525637e-02 3.943657457855265919e-02
6.626262626262625910e-02 4.663162617780911706e-02
6.727272727272727570e-02 5.491635151592846875e-02
6.828282828282827843e-02 5.749631433882443354e-02
6.929292929292929504e-02 6.031664636882250879e-02
7.030303030303031164e-02 6.158259085956028361e-02
7.131313131313131437e-02 5.978783411319787272e-02
7.232323232323231710e-02 5.687135440035895328e-02
7.333333333333333370e-02 5.555733606820075637e-02
7.434343434343435031e-02 5.209601948593038656e-02
7.535353535353535304e-02 4.778539837189924033e-02
7.636363636363635576e-02 4.498109095570796551e-02
7.737373737373737237e-02 3.818665470162169173e-02
7.838383838383838897e-02 3.397218127043138275e-02
7.939393939393939170e-02 3.103967694378565595e-02
8.040404040404039443e-02 2.664893276072046596e-02
8.141414141414141104e-02 2.192167168771232480e-02
8.242424242424242764e-02 1.866867508493045419e-02
8.343434343434344425e-02 1.527145695788731557e-02
8.444444444444444697e-02 1.182616498942375485e-02
8.545454545454544970e-02 1.096083584385616240e-02
8.646464646464646631e-02 8.925709890391641047e-03
8.747474747474748291e-02 6.890583936927119693e-03
8.848484848484848564e-02 5.929107108518684791e-03
8.949494949494948837e-02 5.159925645791936522e-03
9.050505050505050497e-02 4.278571886417537572e-03
9.151515151515152158e-02 3.525415037497596233e-03
9.252525252525252430e-02 3.012627395679764054e-03
9.353535353535352703e-02 2.355618229600666465e-03
9.454545454545454364e-02 2.339593615793859535e-03
9.555555555555556024e-02 2.323569001987052171e-03
9.656565656565657685e-02 1.762707518748798117e-03
9.757575757575757958e-02 1.458239856419460368e-03
9.858585858585858230e-02 1.201846035510544279e-03
9.959595959595959891e-02 1.314018332158194960e-03
1.006060606060606155e-01 8.813537593743990583e-04
1.016161616161616182e-01 5.608614832382539462e-04
1.026262626262626210e-01 5.448368694314466906e-04
1.036363636363636376e-01 3.845907313633741345e-04
1.046464646464646542e-01 2.563938209089160897e-04
1.056565656565656708e-01 1.442215242612653004e-04
1.066666666666666596e-01 1.121722966476507892e-04
1.076767676767676762e-01 6.409845522722902242e-05
1.086868686868686928e-01 0.000000000000000000e+00
1.096969696969697095e-01 0.000000000000000000e+00
1.107070707070706983e-01 0.000000000000000000e+00
1.117171717171717149e-01 0.000000000000000000e+00
1.127272727272727315e-01 0.000000000000000000e+00
1.137373737373737481e-01 0.000000000000000000e+00
1.147474747474747370e-01 0.000000000000000000e+00
1.157575757575757536e-01 0.000000000000000000e+00
1.167676767676767702e-01 0.000000000000000000e+00
1.177777777777777868e-01 0.000000000000000000e+00
1.187878787878787756e-01 0.000000000000000000e+00
1.197979797979797922e-01 0.000000000000000000e+00
1.208080808080808088e-01 0.000000000000000000e+00
1.218181818181818254e-01 0.000000000000000000e+00
1.228282828282828421e-01 0.000000000000000000e+00
1.238383838383838309e-01 0.000000000000000000e+00
1.248484848484848475e-01 0.000000000000000000e+00
1.258585858585858641e-01 0.000000000000000000e+00
1.268686868686868807e-01 0.000000000000000000e+00
1.278787878787878696e-01 0.000000000000000000e+00
1.288888888888888862e-01 0.000000000000000000e+00
1.298989898989899028e-01 0.000000000000000000e+00
1.309090909090909194e-01 0.000000000000000000e+00
1.319191919191919082e-01 0.000000000000000000e+00
1.329292929292929248e-01 0.000000000000000000e+00
1.339393939393939414e-01 0.000000000000000000e+00
1.349494949494949581e-01 0.000000000000000000e+00
1.359595959595959469e-01 0.000000000000000000e+00
1.369696969696969635e-01 0.000000000000000000e+00
1.379797979797979801e-01 0.000000000000000000e+00
1.389898989898989967e-01 0.000000000000000000e+00
1.400000000000000133e-01 0.000000000000000000e+00
