0.0224,-1.54181899275377,0.38963142581349
0.0248,-1.63174815214332,0.148312619731888
0.0272,-1.28064003561415,0.073066090980216
0.0296,-1.10853425575311,0.0796910423959399
0.032,-1.00406381186049,0.0641537822606037
0.0344,-0.908569995098901,0.0471194616418173
0.0368,-0.827363474330363,0.0232988559995372
0.0392,-0.757664754615045,0.0334149525096883
0.0416,-0.692907022515006,0.0270468502394528
0.044,-0.628400581012783,0.020051695306019
0.0464,-0.576239780541508,0.0174082056931628
0.0488,-0.538838498272737,0.013360652726621
0.0512,-0.498572851220241,0.0341515005999998
0.0536,-0.486522653321196,0.0175209389445385
0.056,-0.476055877377549,0.0302465952346821
0.0584,-0.448072272843897,0.0525654101098836
0.0608,-0.463955818992205,0.0506195177764478
0.0632,-0.425535716840944,0.051137965512726
0.0656,-0.398501517118085,0.0389758476867623
0.068,-0.410510243507224,0.0429271599177126
0.0704,-0.328410251505956,0.0338394513038763
0.0728,-0.325363002461449,0.0457000334039078
0.0752,-0.312906028235359,0.097729710066385
